user_id,age,income,sex,kids_flg
1037958,age_25_34,income_90_150,Ж,0
351622,age_45_54,income_0_20,М,1
707205,age_45_54,income_40_60,Ж,0
404909,age_45_54,income_40_60,М,0
905426,age_35_44,income_20_40,Ж,0
1026125,,,М,0
692736,age_55_64,income_40_60,М,0
1035002,age_18_24,income_20_40,М,1
214810,age_45_54,income_20_40,Ж,0
1035578,age_25_34,income_40_60,Ж,0
561423,age_45_54,income_20_40,Ж,0
711549,age_35_44,income_40_60,М,1
911362,age_18_24,income_20_40,Ж,1
168400,age_25_34,income_20_40,Ж,0
209415,age_18_24,income_20_40,М,0
578494,age_35_44,income_60_90,Ж,0
792724,age_45_54,income_20_40,Ж,1
778844,age_18_24,income_20_40,Ж,0
307171,age_25_34,income_40_60,М,0
914757,age_25_34,income_20_40,М,0
705022,age_25_34,income_0_20,Ж,0
810094,age_35_44,income_20_40,Ж,0
78539,age_25_34,income_20_40,Ж,1
475095,age_45_54,income_60_90,М,0
39494,age_45_54,income_20_40,М,0
1038667,age_25_34,income_20_40,Ж,0
740539,age_35_44,income_40_60,Ж,1
498848,age_65_inf,income_20_40,М,0
151693,age_18_24,income_20_40,Ж,0
964206,age_25_34,income_20_40,М,0
620874,age_45_54,income_20_40,М,1
529081,age_45_54,income_20_40,М,1
429554,age_25_34,income_20_40,Ж,1
589473,age_25_34,income_40_60,М,0
570824,age_25_34,income_60_90,М,1
432845,age_45_54,income_40_60,Ж,0
489221,age_25_34,income_0_20,Ж,0
503279,age_35_44,income_0_20,М,0
948932,age_25_34,income_40_60,Ж,1
465911,age_35_44,income_20_40,Ж,0
849459,age_25_34,income_40_60,М,0
771136,age_35_44,income_20_40,М,1
304369,age_65_inf,income_20_40,Ж,0
821513,age_25_34,income_20_40,Ж,0
760871,age_35_44,income_90_150,Ж,1
268579,age_35_44,income_20_40,Ж,0
363968,age_25_34,income_20_40,М,0
748835,age_18_24,income_20_40,Ж,0
1044136,age_35_44,income_20_40,Ж,1
406571,age_25_34,income_20_40,Ж,0
92752,age_18_24,income_20_40,Ж,0
140373,age_35_44,income_40_60,М,1
806939,age_45_54,income_20_40,Ж,0
46582,age_55_64,income_20_40,М,0
728011,age_35_44,income_20_40,М,0
745993,age_35_44,income_20_40,Ж,1
227191,age_45_54,income_20_40,Ж,0
508983,age_18_24,income_0_20,М,0
941884,age_45_54,income_40_60,М,0
127833,age_35_44,income_40_60,Ж,1
982035,,,М,0
824485,age_45_54,income_20_40,Ж,0
673789,age_25_34,income_60_90,М,0
857578,age_45_54,income_60_90,Ж,0
139802,age_65_inf,income_20_40,Ж,1
222023,age_45_54,income_40_60,М,1
737103,age_55_64,income_40_60,М,1
502048,age_18_24,income_20_40,Ж,0
502313,age_18_24,income_20_40,М,0
739244,age_25_34,income_20_40,Ж,1
645081,age_25_34,income_20_40,Ж,0
741264,age_35_44,income_40_60,М,0
892015,age_45_54,income_60_90,М,1
989815,age_35_44,income_40_60,М,0
611806,age_65_inf,income_60_90,М,0
704355,age_18_24,income_20_40,Ж,0
1052714,age_25_34,income_40_60,Ж,0
1045067,age_25_34,income_40_60,Ж,0
721266,age_55_64,income_60_90,Ж,0
652125,age_25_34,income_40_60,Ж,1
10479,age_55_64,income_20_40,Ж,0
156406,age_25_34,income_40_60,Ж,0
1032446,age_45_54,income_40_60,Ж,1
187342,age_25_34,income_20_40,М,1
497309,age_25_34,income_20_40,Ж,1
250347,age_35_44,income_60_90,М,0
787538,age_25_34,income_40_60,Ж,1
412173,age_25_34,income_40_60,Ж,1
778776,age_25_34,income_20_40,М,0
293944,age_18_24,income_60_90,Ж,0
758174,age_35_44,income_40_60,М,1
75524,age_65_inf,income_40_60,М,0
954046,age_55_64,income_20_40,,0
399374,age_45_54,income_20_40,Ж,1
94535,age_25_34,income_40_60,Ж,1
585935,age_18_24,income_20_40,М,0
65351,age_45_54,income_40_60,Ж,0
440448,age_18_24,income_20_40,Ж,0
660331,age_25_34,income_20_40,Ж,1
625194,age_55_64,income_20_40,М,0
849470,,income_60_90,Ж,1
1014671,age_25_34,income_20_40,Ж,0
747213,age_25_34,income_20_40,Ж,0
310,age_35_44,income_20_40,Ж,0
255987,age_35_44,income_40_60,М,1
62012,age_25_34,income_60_90,М,1
202782,age_45_54,income_40_60,Ж,1
984512,age_35_44,income_60_90,М,1
742145,age_35_44,income_60_90,М,1
905883,age_65_inf,income_20_40,Ж,0
497324,age_65_inf,income_20_40,Ж,0
327398,age_25_34,income_40_60,М,0
929925,age_45_54,income_60_90,Ж,0
90960,age_65_inf,income_20_40,М,0
907056,age_55_64,income_20_40,М,1
800014,age_18_24,income_20_40,Ж,0
900806,age_45_54,income_40_60,М,0
1050262,age_18_24,income_20_40,М,0
864914,age_25_34,income_40_60,Ж,1
690898,age_45_54,income_20_40,М,1
862511,age_25_34,income_40_60,М,0
865184,age_55_64,income_20_40,М,0
1031998,age_45_54,income_20_40,М,0
885104,age_18_24,income_20_40,М,0
164122,age_35_44,income_40_60,Ж,1
434928,age_25_34,income_40_60,М,0
609002,age_35_44,income_40_60,Ж,1
474332,age_35_44,income_20_40,Ж,0
412901,age_55_64,income_20_40,Ж,0
163411,age_18_24,income_20_40,Ж,0
207674,age_45_54,income_90_150,Ж,0
447200,age_65_inf,income_40_60,М,1
143683,age_18_24,income_20_40,М,0
995597,age_35_44,income_60_90,М,1
683387,age_35_44,income_40_60,Ж,1
596840,age_18_24,income_40_60,М,1
80960,age_25_34,income_40_60,М,0
231723,age_25_34,income_20_40,Ж,0
395974,age_25_34,income_60_90,М,0
39777,age_25_34,income_40_60,М,0
524352,age_35_44,income_40_60,Ж,1
196839,age_35_44,income_40_60,М,0
651952,age_35_44,income_90_150,М,0
188338,age_25_34,income_40_60,Ж,1
462416,age_25_34,income_20_40,Ж,1
190972,age_55_64,income_20_40,Ж,0
495422,age_18_24,income_20_40,М,1
882071,age_35_44,income_0_20,Ж,1
58391,age_18_24,income_20_40,Ж,0
161931,age_55_64,income_40_60,М,0
401216,age_55_64,income_20_40,Ж,0
630266,age_25_34,income_40_60,М,1
421204,age_18_24,income_40_60,Ж,0
287685,age_25_34,income_60_90,Ж,0
970430,age_18_24,income_20_40,М,0
751048,age_55_64,income_20_40,Ж,0
401559,age_55_64,income_20_40,Ж,1
706754,age_45_54,income_20_40,Ж,0
466452,age_35_44,income_40_60,Ж,1
828108,age_55_64,income_20_40,Ж,0
774097,age_35_44,income_20_40,Ж,1
110973,age_65_inf,income_20_40,Ж,0
369650,age_18_24,income_20_40,Ж,0
900988,age_55_64,income_20_40,Ж,0
819986,,income_20_40,Ж,0
793720,age_35_44,income_20_40,М,1
366522,age_25_34,income_40_60,М,1
331187,age_18_24,income_0_20,Ж,1
119759,age_18_24,income_20_40,Ж,0
634105,age_65_inf,income_20_40,Ж,0
398262,age_65_inf,income_20_40,Ж,0
523037,age_25_34,income_40_60,Ж,0
131630,age_65_inf,income_20_40,Ж,0
538132,age_25_34,income_40_60,М,0
814916,age_45_54,income_40_60,М,1
934012,age_45_54,income_20_40,Ж,0
530226,age_35_44,income_40_60,Ж,1
447994,age_45_54,income_40_60,М,1
433738,age_65_inf,income_60_90,Ж,0
857994,age_25_34,income_20_40,Ж,0
531209,age_35_44,income_20_40,М,1
698257,age_35_44,income_20_40,Ж,1
263404,age_35_44,income_20_40,Ж,0
603533,age_25_34,income_20_40,Ж,1
1012224,age_55_64,income_20_40,Ж,0
796153,age_25_34,income_20_40,Ж,1
424862,age_45_54,income_20_40,М,0
286586,age_25_34,income_20_40,М,0
991127,age_65_inf,income_40_60,Ж,0
1034252,age_45_54,income_20_40,Ж,0
989831,age_25_34,income_40_60,М,1
379095,age_45_54,income_20_40,Ж,1
568583,age_55_64,income_60_90,М,0
139811,age_45_54,income_20_40,М,0
506435,age_35_44,income_20_40,Ж,0
379951,age_65_inf,income_20_40,Ж,0
379014,age_35_44,income_20_40,Ж,0
459908,age_25_34,income_20_40,Ж,0
567292,age_18_24,income_20_40,М,0
53368,age_55_64,income_20_40,М,0
599347,age_65_inf,income_20_40,Ж,0
158685,age_35_44,income_40_60,Ж,0
486335,age_55_64,income_20_40,М,0
798388,age_25_34,income_20_40,М,0
870110,age_25_34,income_20_40,М,1
52466,age_18_24,income_20_40,М,0
200343,age_55_64,income_0_20,М,0
35488,age_25_34,income_20_40,М,0
897077,age_25_34,income_20_40,Ж,0
281446,age_35_44,income_20_40,Ж,0
739329,age_18_24,income_40_60,Ж,0
853256,age_25_34,income_20_40,Ж,1
264374,age_25_34,income_40_60,М,0
681486,age_35_44,income_20_40,М,1
303123,age_18_24,income_0_20,Ж,0
48888,age_45_54,income_20_40,Ж,0
1003923,age_55_64,income_20_40,Ж,0
207472,age_35_44,income_40_60,Ж,0
1019913,age_35_44,income_20_40,М,1
916163,age_18_24,income_0_20,М,0
324320,age_18_24,income_20_40,Ж,1
91463,age_55_64,income_20_40,М,0
573749,age_18_24,income_20_40,Ж,0
648928,age_55_64,income_20_40,М,0
566139,age_25_34,income_40_60,Ж,1
11347,age_65_inf,income_40_60,Ж,0
958073,age_25_34,income_20_40,М,0
262398,age_55_64,income_40_60,М,0
554473,age_18_24,income_20_40,Ж,0
602737,age_25_34,income_40_60,М,1
1023389,age_35_44,income_40_60,Ж,1
687040,age_35_44,income_20_40,Ж,1
156829,age_45_54,income_40_60,М,0
809094,age_35_44,income_40_60,М,0
829374,age_65_inf,income_20_40,Ж,0
391617,age_18_24,income_20_40,Ж,0
163256,age_18_24,income_0_20,Ж,0
713892,age_25_34,income_40_60,М,1
517464,age_55_64,income_20_40,Ж,0
708960,age_45_54,income_20_40,М,1
816145,age_35_44,income_0_20,Ж,0
516112,age_35_44,income_20_40,М,0
49760,age_35_44,income_20_40,М,0
575568,age_25_34,income_20_40,М,1
1041603,age_35_44,income_40_60,М,0
644261,age_35_44,income_20_40,М,1
320583,age_25_34,income_20_40,М,0
585483,age_55_64,income_20_40,М,0
980783,,,,0
390061,,,,0
344039,age_45_54,income_20_40,М,0
1014539,age_35_44,income_20_40,М,0
295020,age_45_54,income_40_60,М,1
703214,age_35_44,income_20_40,Ж,1
1008513,age_35_44,income_60_90,Ж,0
1018323,age_25_34,income_60_90,М,0
643559,age_18_24,income_20_40,Ж,0
748710,age_35_44,income_20_40,Ж,0
230989,age_45_54,income_60_90,Ж,0
386907,age_25_34,income_40_60,М,1
534173,age_65_inf,income_20_40,М,0
978866,age_65_inf,income_40_60,М,0
6969,age_25_34,income_60_90,М,1
305414,age_25_34,income_60_90,Ж,0
835743,age_65_inf,income_60_90,М,1
878584,age_35_44,income_40_60,М,0
275894,age_25_34,income_40_60,М,0
960899,age_35_44,income_20_40,М,1
579218,age_45_54,income_20_40,М,1
943258,age_25_34,income_40_60,Ж,0
403458,age_25_34,income_20_40,Ж,0
904943,age_18_24,income_20_40,Ж,0
485689,age_35_44,income_20_40,М,0
816729,age_45_54,income_90_150,Ж,0
427448,age_35_44,income_40_60,М,1
985313,age_18_24,income_20_40,М,0
218334,age_35_44,income_20_40,М,0
688888,age_45_54,income_40_60,М,1
229070,age_35_44,income_60_90,М,0
472834,age_35_44,income_0_20,М,0
1025851,age_35_44,income_20_40,Ж,1
93459,age_25_34,income_20_40,М,0
558856,age_35_44,income_20_40,М,1
272703,age_45_54,income_0_20,Ж,0
417248,age_45_54,income_20_40,М,0
812400,age_55_64,income_20_40,Ж,0
827095,age_35_44,income_60_90,Ж,1
178886,age_45_54,income_60_90,М,1
108583,,,,0
96242,age_25_34,income_40_60,Ж,0
500575,age_25_34,income_20_40,М,0
478105,age_25_34,income_40_60,Ж,0
127585,age_45_54,income_150_inf,М,0
547127,age_18_24,income_0_20,Ж,0
212299,age_45_54,income_20_40,М,0
155581,age_45_54,income_40_60,М,0
329475,age_25_34,income_20_40,Ж,0
878104,age_25_34,income_40_60,Ж,0
771508,age_25_34,income_20_40,Ж,0
467233,age_65_inf,income_20_40,Ж,0
439786,age_25_34,income_20_40,Ж,1
639470,age_18_24,income_40_60,Ж,0
129579,age_35_44,income_40_60,М,1
255761,age_18_24,income_20_40,Ж,1
695618,age_18_24,income_0_20,М,0
115873,age_18_24,income_0_20,Ж,0
11423,age_18_24,income_20_40,Ж,0
635227,age_25_34,income_20_40,М,1
209433,age_55_64,income_20_40,Ж,0
730473,age_18_24,income_20_40,Ж,1
1031098,age_45_54,income_40_60,М,0
548008,age_25_34,income_20_40,Ж,1
1025737,age_45_54,income_20_40,Ж,1
593226,age_18_24,income_20_40,Ж,0
572349,age_25_34,income_20_40,М,0
843866,age_25_34,income_20_40,Ж,0
302279,age_25_34,income_40_60,Ж,0
556437,age_35_44,income_20_40,М,1
925300,age_25_34,income_20_40,М,0
1014127,age_18_24,income_40_60,Ж,0
348718,age_55_64,income_20_40,Ж,0
844784,age_45_54,income_60_90,М,0
349001,age_25_34,income_20_40,М,0
410620,age_25_34,income_20_40,Ж,0
554164,age_35_44,income_20_40,М,1
472693,age_35_44,income_40_60,М,1
367472,age_25_34,income_20_40,Ж,0
563014,age_45_54,income_40_60,М,1
613027,age_25_34,income_20_40,Ж,1
512266,age_35_44,income_40_60,М,1
792236,age_25_34,income_20_40,М,0
271178,age_25_34,income_40_60,Ж,0
681888,age_25_34,income_40_60,Ж,0
828067,age_35_44,income_20_40,М,0
1040464,age_25_34,income_20_40,Ж,1
693216,age_35_44,income_60_90,Ж,0
422218,age_25_34,income_60_90,М,1
539554,age_35_44,income_20_40,Ж,0
635433,age_25_34,income_40_60,Ж,0
520456,age_45_54,income_60_90,М,1
1039175,age_25_34,income_20_40,М,1
106159,age_18_24,income_20_40,Ж,0
939814,age_55_64,income_20_40,Ж,0
447633,age_55_64,income_40_60,М,1
447937,age_35_44,income_20_40,М,1
790675,age_25_34,income_60_90,Ж,1
67452,age_35_44,income_20_40,Ж,1
576105,age_35_44,income_40_60,М,0
977915,age_25_34,income_60_90,Ж,1
984899,age_45_54,income_40_60,Ж,1
356823,age_35_44,income_40_60,М,0
207618,age_65_inf,income_20_40,М,0
96569,age_55_64,income_40_60,Ж,0
968748,age_25_34,income_20_40,М,0
330357,age_65_inf,income_20_40,Ж,0
11100,age_35_44,income_40_60,М,0
121959,age_25_34,income_20_40,М,1
757425,age_65_inf,income_60_90,М,0
987925,age_45_54,income_20_40,Ж,1
430708,age_45_54,income_40_60,Ж,0
824306,age_45_54,income_0_20,Ж,0
330629,age_55_64,income_20_40,Ж,1
749215,age_65_inf,income_20_40,Ж,0
226452,age_25_34,income_40_60,М,0
945857,age_25_34,income_20_40,М,1
868902,age_25_34,income_40_60,М,0
332863,age_45_54,income_20_40,М,0
152734,age_25_34,income_20_40,М,0
89339,age_35_44,income_20_40,Ж,1
512366,age_35_44,income_40_60,М,0
958915,age_45_54,income_40_60,М,1
226221,age_25_34,income_20_40,,0
839898,age_18_24,income_40_60,Ж,0
196,age_25_34,income_20_40,Ж,0
340866,age_35_44,income_20_40,Ж,1
80812,age_35_44,income_20_40,Ж,0
541441,age_25_34,income_40_60,Ж,0
1040581,age_35_44,income_40_60,Ж,1
27184,age_35_44,income_20_40,М,0
764862,age_35_44,income_20_40,Ж,1
517788,age_45_54,income_0_20,Ж,0
573572,age_45_54,income_20_40,М,0
570111,age_18_24,income_0_20,М,0
754166,age_55_64,income_20_40,М,0
768483,age_25_34,income_20_40,Ж,1
128988,age_65_inf,income_40_60,М,0
865020,age_55_64,income_40_60,М,0
415450,age_45_54,income_40_60,Ж,0
238470,age_25_34,income_20_40,М,0
129664,age_18_24,income_20_40,М,0
1027258,age_45_54,income_60_90,М,0
714778,age_18_24,income_20_40,М,1
258961,age_25_34,income_20_40,Ж,0
303252,age_45_54,income_60_90,Ж,0
182901,age_18_24,income_20_40,Ж,0
39582,age_45_54,income_20_40,М,1
20198,age_35_44,income_60_90,М,0
200941,age_25_34,income_40_60,Ж,1
647254,age_35_44,income_20_40,М,1
374968,age_45_54,income_20_40,Ж,0
755366,age_55_64,income_20_40,М,1
934158,age_25_34,income_20_40,М,0
565438,age_18_24,income_20_40,М,1
537454,age_65_inf,income_40_60,Ж,0
747817,age_25_34,income_40_60,М,0
40535,age_25_34,income_20_40,Ж,0
400539,,,,0
61767,age_45_54,income_20_40,Ж,1
836203,age_55_64,income_20_40,М,0
628125,age_18_24,income_20_40,М,0
103576,age_25_34,income_20_40,Ж,0
11891,age_55_64,income_60_90,М,0
185005,age_65_inf,income_20_40,М,0
46140,age_18_24,income_20_40,Ж,0
626965,age_18_24,income_20_40,М,0
254508,age_45_54,income_20_40,Ж,0
291461,age_18_24,income_20_40,Ж,0
812766,age_25_34,income_20_40,Ж,0
360065,age_25_34,income_20_40,М,0
766237,age_55_64,income_0_20,Ж,0
735092,age_35_44,income_20_40,М,0
141317,age_45_54,income_20_40,М,0
31521,age_25_34,income_40_60,Ж,0
617862,age_55_64,income_20_40,,0
680606,age_35_44,income_90_150,М,0
114583,age_25_34,income_60_90,М,0
876125,age_35_44,income_40_60,М,0
206080,age_25_34,income_20_40,Ж,1
807119,age_35_44,income_90_150,Ж,1
870458,age_45_54,income_20_40,М,0
378193,age_25_34,income_60_90,М,0
514300,age_45_54,income_20_40,М,1
724188,age_18_24,income_20_40,Ж,1
66672,age_35_44,income_40_60,Ж,0
421837,age_55_64,income_60_90,Ж,0
117180,age_18_24,income_20_40,М,0
335619,age_18_24,income_20_40,М,0
363944,age_55_64,income_20_40,М,0
972976,age_45_54,income_40_60,Ж,0
233777,age_25_34,income_20_40,Ж,1
130746,age_35_44,income_60_90,М,1
1023892,age_65_inf,income_20_40,М,0
572138,age_18_24,income_40_60,Ж,0
433755,age_35_44,income_60_90,М,1
1027633,age_55_64,income_20_40,Ж,0
745291,age_35_44,income_20_40,М,0
299328,age_25_34,income_40_60,Ж,1
651057,age_25_34,income_40_60,Ж,1
964902,age_35_44,income_40_60,М,1
377374,age_45_54,income_20_40,М,0
533143,age_55_64,income_20_40,Ж,1
543021,age_35_44,income_20_40,Ж,1
73139,age_18_24,income_40_60,Ж,0
821963,age_45_54,income_20_40,Ж,0
529715,age_18_24,income_20_40,Ж,0
11686,age_45_54,income_20_40,Ж,0
897707,age_55_64,income_20_40,Ж,0
1001976,age_25_34,income_20_40,М,0
841449,age_25_34,income_20_40,Ж,0
416457,age_25_34,income_40_60,Ж,0
825559,age_25_34,income_20_40,Ж,0
959712,age_18_24,income_20_40,М,0
75363,age_65_inf,income_20_40,М,0
876769,age_45_54,income_20_40,Ж,1
829878,age_35_44,income_40_60,Ж,0
335563,age_25_34,income_0_20,Ж,0
35033,age_18_24,income_40_60,Ж,1
954086,age_45_54,income_60_90,Ж,0
460192,,,,0
619183,age_45_54,income_40_60,Ж,0
232439,age_25_34,income_20_40,М,1
475590,age_65_inf,income_60_90,Ж,0
250462,age_35_44,income_20_40,Ж,1
658152,age_25_34,income_40_60,М,0
694482,age_45_54,income_20_40,М,0
828149,age_35_44,income_40_60,М,1
370962,age_18_24,income_20_40,Ж,0
1027303,age_18_24,income_20_40,М,0
261711,age_25_34,income_20_40,Ж,1
399611,age_18_24,income_20_40,Ж,0
774852,age_25_34,income_20_40,М,0
239623,age_35_44,income_60_90,М,1
855267,age_18_24,income_20_40,Ж,0
353083,age_25_34,income_20_40,М,0
43680,age_45_54,income_40_60,Ж,1
964436,age_18_24,income_40_60,Ж,1
456912,age_35_44,income_20_40,Ж,1
498257,age_35_44,income_40_60,М,0
682058,age_18_24,income_20_40,М,0
874839,age_25_34,income_60_90,Ж,1
577494,age_25_34,income_20_40,Ж,0
495258,age_25_34,income_20_40,Ж,0
229192,age_18_24,income_40_60,М,0
976599,age_25_34,income_20_40,Ж,0
562423,age_45_54,income_20_40,М,1
587212,age_45_54,income_20_40,Ж,1
945273,age_35_44,income_90_150,М,0
668357,age_45_54,income_20_40,М,0
228707,age_55_64,income_40_60,М,0
849050,age_65_inf,income_20_40,Ж,0
39742,age_45_54,income_20_40,Ж,0
250751,age_35_44,income_20_40,Ж,0
235628,age_25_34,income_40_60,Ж,0
587493,age_25_34,income_20_40,М,0
937623,age_45_54,income_40_60,Ж,1
96070,age_25_34,income_40_60,Ж,0
1055137,age_25_34,income_60_90,М,0
353692,age_45_54,income_40_60,Ж,0
1034718,age_25_34,income_40_60,М,1
358129,age_45_54,income_40_60,М,0
640606,age_25_34,income_40_60,М,0
44470,age_35_44,income_20_40,Ж,1
705747,age_25_34,income_20_40,Ж,0
164593,age_25_34,income_40_60,М,1
209648,age_35_44,income_90_150,М,0
3878,age_18_24,income_20_40,Ж,0
607134,age_25_34,income_20_40,М,1
722493,age_35_44,income_40_60,М,1
1006112,age_35_44,income_60_90,М,0
114319,age_18_24,income_20_40,Ж,0
845795,age_25_34,income_20_40,М,1
389779,age_65_inf,income_20_40,Ж,0
231078,age_25_34,income_40_60,Ж,1
692000,age_25_34,income_20_40,Ж,1
517517,age_25_34,income_60_90,Ж,0
212195,age_65_inf,income_40_60,Ж,0
374805,age_65_inf,income_20_40,Ж,0
861357,age_35_44,income_40_60,М,1
643346,age_18_24,income_20_40,М,0
504301,age_35_44,income_20_40,М,1
1037370,age_35_44,income_20_40,Ж,0
542413,age_35_44,income_60_90,М,0
182597,age_45_54,income_20_40,Ж,1
490809,age_45_54,income_60_90,М,1
565480,age_25_34,income_40_60,М,1
1031436,age_18_24,income_20_40,М,0
205526,age_35_44,income_40_60,М,1
313099,age_35_44,income_20_40,Ж,1
42761,age_55_64,income_20_40,Ж,0
1042369,age_25_34,income_0_20,Ж,0
555847,age_55_64,income_20_40,Ж,0
612754,age_65_inf,income_40_60,М,0
381125,age_25_34,income_20_40,Ж,0
998948,age_18_24,income_20_40,Ж,0
36167,age_25_34,income_40_60,Ж,0
131470,age_45_54,income_20_40,Ж,0
796940,age_55_64,income_40_60,М,1
396837,age_35_44,income_20_40,Ж,1
141611,age_35_44,income_20_40,Ж,0
715831,age_18_24,income_20_40,Ж,1
828500,age_25_34,income_40_60,М,0
940091,age_25_34,income_20_40,М,0
403653,age_35_44,income_60_90,М,0
377665,age_25_34,income_20_40,Ж,0
1045705,age_55_64,income_20_40,Ж,0
24032,age_35_44,income_40_60,Ж,0
656485,age_25_34,income_40_60,М,0
21677,age_35_44,income_20_40,М,1
515282,age_25_34,income_40_60,Ж,1
212281,,,,0
340432,age_18_24,income_0_20,Ж,0
734746,age_25_34,income_20_40,М,0
1051462,age_45_54,income_40_60,Ж,1
1011618,age_25_34,income_20_40,Ж,1
193125,age_25_34,income_20_40,Ж,0
353188,age_35_44,income_60_90,Ж,1
423714,age_55_64,income_20_40,М,0
519561,age_45_54,income_20_40,М,0
1046757,age_45_54,income_20_40,Ж,0
493342,age_25_34,income_20_40,М,0
982809,age_35_44,income_40_60,Ж,1
70255,age_35_44,income_40_60,Ж,0
269371,age_45_54,income_40_60,Ж,0
337379,age_25_34,income_60_90,Ж,0
220236,age_25_34,income_20_40,Ж,0
869500,age_18_24,income_20_40,Ж,0
802536,age_35_44,income_40_60,Ж,1
868195,age_35_44,income_20_40,М,0
354758,age_25_34,income_20_40,Ж,1
234186,age_55_64,income_20_40,М,0
13857,age_35_44,income_20_40,Ж,0
763021,age_18_24,income_0_20,Ж,0
733798,age_25_34,income_20_40,М,0
770740,age_35_44,income_20_40,Ж,0
442213,age_35_44,income_40_60,М,1
787788,age_45_54,income_20_40,Ж,0
173840,age_35_44,income_20_40,М,1
603554,age_25_34,income_20_40,М,1
938120,,,М,0
806356,age_18_24,income_20_40,М,0
881258,age_35_44,income_60_90,М,1
245706,age_18_24,income_20_40,М,0
116584,age_35_44,income_40_60,Ж,1
313733,age_55_64,income_40_60,М,0
389834,age_25_34,income_60_90,Ж,0
201555,age_35_44,income_20_40,М,0
609263,age_35_44,income_40_60,Ж,0
376840,age_45_54,income_20_40,Ж,0
612914,age_25_34,income_20_40,Ж,1
22203,age_65_inf,income_20_40,М,0
725583,age_45_54,income_20_40,М,0
154694,age_55_64,income_40_60,Ж,0
390848,age_35_44,income_20_40,Ж,1
720607,age_35_44,income_20_40,Ж,1
989918,age_18_24,income_20_40,Ж,0
48948,age_25_34,income_20_40,Ж,0
118254,age_18_24,income_20_40,Ж,0
605421,age_55_64,income_40_60,М,0
499767,age_35_44,income_20_40,М,0
401918,age_55_64,income_20_40,Ж,0
489822,age_25_34,income_20_40,Ж,0
1001777,age_65_inf,income_20_40,М,0
664318,age_45_54,income_20_40,Ж,0
287473,age_25_34,income_40_60,М,0
453034,age_25_34,income_90_150,М,0
801731,age_55_64,income_20_40,Ж,0
1012835,age_55_64,income_40_60,Ж,1
897763,age_25_34,income_20_40,Ж,1
847535,age_25_34,income_40_60,М,0
419513,age_35_44,income_40_60,Ж,1
56200,age_45_54,income_40_60,М,0
217772,age_35_44,income_20_40,М,0
827732,age_18_24,income_20_40,М,0
633002,age_45_54,income_40_60,М,0
37890,age_18_24,income_20_40,Ж,1
312074,age_18_24,income_40_60,М,0
177933,age_25_34,income_60_90,Ж,0
131247,age_55_64,income_40_60,М,0
1028606,age_35_44,income_20_40,Ж,0
513639,age_18_24,income_20_40,М,0
163625,age_25_34,income_20_40,М,0
61366,age_18_24,income_20_40,Ж,0
902114,age_25_34,income_20_40,М,1
232431,age_25_34,income_20_40,М,1
867802,age_18_24,income_20_40,Ж,0
525140,age_35_44,income_40_60,М,1
114407,age_45_54,income_20_40,Ж,0
54616,age_18_24,income_20_40,М,0
446540,age_25_34,income_20_40,Ж,1
994605,age_25_34,income_60_90,Ж,1
346751,age_18_24,income_20_40,М,0
396869,age_18_24,income_20_40,Ж,0
325500,age_25_34,income_40_60,Ж,0
277583,age_35_44,income_90_150,Ж,1
445746,age_25_34,income_40_60,Ж,0
293310,age_25_34,income_20_40,Ж,0
296164,age_45_54,income_40_60,М,1
436281,age_55_64,income_20_40,М,0
82656,age_18_24,income_20_40,Ж,1
914145,age_18_24,income_20_40,Ж,0
298270,age_45_54,income_90_150,Ж,0
709452,age_35_44,income_20_40,Ж,0
583280,age_65_inf,income_20_40,Ж,0
507650,age_45_54,income_40_60,М,0
516450,age_45_54,income_60_90,М,0
1035450,age_25_34,income_20_40,М,0
26889,age_35_44,income_20_40,М,1
582802,age_25_34,income_20_40,Ж,0
551727,age_35_44,income_20_40,Ж,1
117021,age_25_34,income_20_40,М,0
484701,age_35_44,income_40_60,Ж,1
840926,age_35_44,income_0_20,Ж,0
571758,age_35_44,income_20_40,Ж,1
170653,age_18_24,income_20_40,Ж,0
466527,age_45_54,income_20_40,Ж,0
89601,age_45_54,income_20_40,М,0
201484,age_55_64,income_20_40,М,0
728344,age_35_44,income_40_60,Ж,0
888293,age_25_34,income_20_40,Ж,0
822079,age_25_34,income_60_90,М,1
870401,age_55_64,income_20_40,М,0
540547,age_65_inf,income_20_40,Ж,0
459998,age_45_54,income_20_40,Ж,1
481738,age_65_inf,income_20_40,М,0
136509,age_35_44,income_20_40,М,1
440532,age_35_44,income_40_60,Ж,1
248486,age_45_54,income_20_40,М,0
868398,age_35_44,income_20_40,М,0
756899,age_25_34,income_60_90,Ж,0
273963,age_25_34,income_20_40,Ж,0
1025992,age_18_24,income_40_60,Ж,0
164011,age_65_inf,income_40_60,М,0
187225,age_35_44,income_90_150,М,0
823801,age_45_54,income_40_60,М,0
709821,age_35_44,income_40_60,М,1
147144,age_25_34,income_20_40,М,0
451019,age_65_inf,income_20_40,Ж,0
231334,age_18_24,income_40_60,Ж,0
17963,age_35_44,income_20_40,Ж,0
674960,age_25_34,income_20_40,М,0
128174,age_45_54,income_60_90,М,1
442881,age_65_inf,income_20_40,М,0
302232,age_45_54,income_40_60,Ж,0
232505,age_25_34,income_20_40,М,0
49899,age_35_44,income_20_40,Ж,0
322420,age_45_54,income_40_60,М,1
275652,age_25_34,income_20_40,Ж,0
